loan_payment_id,loan_id,scheduled_amount,principal,interest,actual_amount,scheduled_date,paid_date
407,5,344.25,343.21,1.04,NULL,2027-02-02,NULL
408,5,344.25,343.21,1.04,NULL,2027-03-04,NULL
409,5,344.25,343.21,1.04,344.25,2027-04-03,2027-04-03
410,5,344.25,343.21,1.04,344.25,2027-05-03,2027-05-03
411,5,344.25,343.21,1.04,344.25,2027-06-02,2027-06-02
412,5,344.25,343.21,1.04,344.25,2027-07-02,2027-07-02
413,5,344.25,343.21,1.04,344.25,2027-08-01,2027-08-01
414,5,344.25,343.21,1.04,344.25,2027-08-31,2027-08-31
415,5,344.25,343.21,1.04,344.25,2027-09-30,2027-09-30
416,5,344.25,343.21,1.04,344.25,2027-10-30,2027-10-30
417,5,344.25,343.21,1.04,344.25,2027-11-29,2027-11-29
418,5,344.25,343.21,1.04,344.25,2027-12-29,2027-12-29
419,5,344.25,343.21,1.04,344.25,2028-01-28,2028-01-28
420,5,344.25,343.21,1.04,344.25,2028-02-27,2028-02-27
421,5,344.25,343.21,1.04,344.25,2028-03-28,2028-03-28
422,5,344.25,343.21,1.04,NULL,2028-04-27,NULL
423,5,344.25,343.21,1.04,344.25,2028-05-27,2028-05-27
424,5,344.25,343.21,1.04,344.25,2028-06-26,2028-06-26
425,5,344.25,343.21,1.04,344.25,2028-07-26,2028-07-26
426,5,344.25,343.21,1.04,344.25,2028-08-25,2028-08-25
427,5,344.25,343.21,1.04,344.25,2028-09-24,2028-09-24
428,5,344.25,343.21,1.04,344.25,2028-10-24,2028-10-24
429,5,344.25,343.21,1.04,NULL,2028-11-23,NULL
430,5,344.25,343.21,1.04,344.25,2028-12-23,2028-12-23
431,5,344.25,343.21,1.04,344.25,2029-01-22,2029-01-22
432,5,344.25,343.21,1.04,344.25,2029-02-21,2029-02-21
433,5,344.25,343.21,1.04,344.25,2029-03-23,2029-03-23
434,5,344.25,343.21,1.04,344.25,2029-04-22,2029-04-22
435,5,344.25,343.21,1.04,344.25,2029-05-22,2029-05-22
436,5,344.25,343.21,1.04,344.25,2029-06-21,2029-06-21
437,5,344.25,343.21,1.04,NULL,2029-07-21,NULL
438,5,344.25,343.21,1.04,NULL,2029-08-20,NULL
439,5,344.25,343.21,1.04,344.25,2029-09-19,2029-09-19
440,5,344.25,343.21,1.04,344.25,2029-10-19,2029-10-19
441,5,344.25,343.21,1.04,344.25,2029-11-18,2029-11-18
442,5,344.25,343.21,1.04,NULL,2029-12-18,NULL
443,5,344.25,343.21,1.04,344.25,2030-01-17,2030-01-17
444,5,344.25,343.21,1.04,344.25,2030-02-16,2030-02-16
445,5,344.25,343.21,1.04,344.25,2030-03-18,2030-03-18
446,5,344.25,343.21,1.04,344.25,2030-04-17,2030-04-17
447,5,344.25,343.21,1.04,344.25,2030-05-17,2030-05-17
448,5,344.25,343.21,1.04,344.25,2030-06-16,2030-06-16
449,5,344.25,343.21,1.04,344.25,2030-07-16,2030-07-16
450,5,344.25,343.21,1.04,NULL,2030-08-15,NULL
451,5,344.25,343.21,1.04,NULL,2030-09-14,NULL
452,5,344.25,343.21,1.04,344.25,2030-10-14,2030-10-14
453,5,344.25,343.21,1.04,NULL,2030-11-13,NULL
454,5,344.25,343.21,1.04,NULL,2030-12-13,NULL
455,5,344.25,343.21,1.04,NULL,2031-01-12,NULL
456,5,344.25,343.21,1.04,344.25,2031-02-11,2031-02-11
457,5,344.25,343.21,1.04,344.25,2031-03-13,2031-03-13
458,5,344.25,343.21,1.04,344.25,2031-04-12,2031-04-12
459,5,344.25,343.21,1.04,NULL,2031-05-12,NULL
460,5,344.25,343.21,1.04,344.25,2031-06-11,2031-06-11
461,5,344.25,343.21,1.04,344.25,2031-07-11,2031-07-11
462,5,344.25,343.21,1.04,344.25,2031-08-10,2031-08-10
463,5,344.25,343.21,1.04,344.25,2031-09-09,2031-09-09
464,5,344.25,343.21,1.04,NULL,2031-10-09,NULL
465,5,344.25,343.21,1.04,NULL,2031-11-08,NULL
466,5,344.25,343.21,1.04,344.25,2031-12-08,2031-12-08
467,5,344.25,343.21,1.04,344.25,2032-01-07,2032-01-07
468,5,344.25,343.21,1.04,344.25,2032-02-06,2032-02-06
469,6,837.22,830.29,6.93,837.22,2019-06-06,2019-06-06
470,6,837.22,830.29,6.93,837.22,2019-07-06,2019-07-06
471,6,837.22,830.29,6.93,837.22,2019-08-05,2019-08-05
472,6,837.22,830.29,6.93,NULL,2019-09-04,NULL
473,6,837.22,830.29,6.93,837.22,2019-10-04,2019-10-04
474,6,837.22,830.29,6.93,837.22,2019-11-03,2019-11-03
475,6,837.22,830.29,6.93,837.22,2019-12-03,2019-12-03
476,6,837.22,830.29,6.93,837.22,2020-01-02,2020-01-02
477,6,837.22,830.29,6.93,837.22,2020-02-01,2020-02-01
478,6,837.22,830.29,6.93,NULL,2020-03-02,NULL
479,6,837.22,830.29,6.93,837.22,2020-04-01,2020-04-01
480,6,837.22,830.29,6.93,837.22,2020-05-01,2020-05-01
481,6,837.22,830.29,6.93,837.22,2020-05-31,2020-05-31
482,6,837.22,830.29,6.93,NULL,2020-06-30,NULL
483,6,837.22,830.29,6.93,837.22,2020-07-30,2020-07-30
484,6,837.22,830.29,6.93,NULL,2020-08-29,NULL
485,6,837.22,830.29,6.93,NULL,2020-09-28,NULL
486,6,837.22,830.29,6.93,837.22,2020-10-28,2020-10-28
487,6,837.22,830.29,6.93,NULL,2020-11-27,NULL
488,6,837.22,830.29,6.93,NULL,2020-12-27,NULL
489,6,837.22,830.29,6.93,837.22,2021-01-26,2021-01-26
490,6,837.22,830.29,6.93,837.22,2021-02-25,2021-02-25
491,6,837.22,830.29,6.93,837.22,2021-03-27,2021-03-27
492,6,837.22,830.29,6.93,837.22,2021-04-26,2021-04-26
493,6,837.22,830.29,6.93,837.22,2021-05-26,2021-05-26
494,6,837.22,830.29,6.93,837.22,2021-06-25,2021-06-25
495,6,837.22,830.29,6.93,837.22,2021-07-25,2021-07-25
496,6,837.22,830.29,6.93,837.22,2021-08-24,2021-08-24
497,6,837.22,830.29,6.93,837.22,2021-09-23,2021-09-23
498,6,837.22,830.29,6.93,837.22,2021-10-23,2021-10-23
499,6,837.22,830.29,6.93,837.22,2021-11-22,2021-11-22
500,6,837.22,830.29,6.93,837.22,2021-12-22,2021-12-22
501,6,837.22,830.29,6.93,837.22,2022-01-21,2022-01-21
502,6,837.22,830.29,6.93,837.22,2022-02-20,2022-02-20
503,6,837.22,830.29,6.93,837.22,2022-03-22,2022-03-22
504,6,837.22,830.29,6.93,NULL,2022-04-21,NULL
505,6,837.22,830.29,6.93,837.22,2022-05-21,2022-05-21
506,6,837.22,830.29,6.93,NULL,2022-06-20,NULL
507,6,837.22,830.29,6.93,NULL,2022-07-20,NULL
508,6,837.22,830.29,6.93,837.22,2022-08-19,2022-08-19
509,6,837.22,830.29,6.93,NULL,2022-09-18,NULL
510,6,837.22,830.29,6.93,837.22,2022-10-18,2022-10-18
511,6,837.22,830.29,6.93,837.22,2022-11-17,2022-11-17
512,6,837.22,830.29,6.93,837.22,2022-12-17,2022-12-17
513,6,837.22,830.29,6.93,837.22,2023-01-16,2023-01-16
514,6,837.22,830.29,6.93,837.22,2023-02-15,2023-02-15
515,6,837.22,830.29,6.93,NULL,2023-03-17,NULL
516,6,837.22,830.29,6.93,837.22,2023-04-16,2023-04-16
517,6,837.22,830.29,6.93,837.22,2023-05-16,2023-05-16
518,6,837.22,830.29,6.93,837.22,2023-06-15,2023-06-15
519,6,837.22,830.29,6.93,NULL,2023-07-15,NULL
520,6,837.22,830.29,6.93,837.22,2023-08-14,2023-08-14
521,6,837.22,830.29,6.93,837.22,2023-09-13,2023-09-13
522,6,837.22,830.29,6.93,837.22,2023-10-13,2023-10-13
523,6,837.22,830.29,6.93,837.22,2023-11-12,2023-11-12
524,6,837.22,830.29,6.93,837.22,2023-12-12,2023-12-12
525,6,837.22,830.29,6.93,NULL,2024-01-11,NULL
526,6,837.22,830.29,6.93,837.22,2024-02-10,2024-02-10
527,6,837.22,830.29,6.93,837.22,2024-03-11,2024-03-11
528,6,837.22,830.29,6.93,NULL,2024-04-10,NULL
529,7,1399.15,1395.67,3.48,1399.15,2021-12-22,2021-12-22
530,7,1399.15,1395.67,3.48,1399.15,2022-01-21,2022-01-21
531,7,1399.15,1395.67,3.48,1399.15,2022-02-20,2022-02-20
532,7,1399.15,1395.67,3.48,1399.15,2022-03-22,2022-03-22
533,7,1399.15,1395.67,3.48,1399.15,2022-04-21,2022-04-21
534,7,1399.15,1395.67,3.48,1399.15,2022-05-21,2022-05-21
535,7,1399.15,1395.67,3.48,1399.15,2022-06-20,2022-06-20
536,7,1399.15,1395.67,3.48,NULL,2022-07-20,NULL
537,7,1399.15,1395.67,3.48,1399.15,2022-08-19,2022-08-19
538,7,1399.15,1395.67,3.48,1399.15,2022-09-18,2022-09-18
539,7,1399.15,1395.67,3.48,1399.15,2022-10-18,2022-10-18
540,7,1399.15,1395.67,3.48,1399.15,2022-11-17,2022-11-17
541,7,1399.15,1395.67,3.48,1399.15,2022-12-17,2022-12-17
542,7,1399.15,1395.67,3.48,1399.15,2023-01-16,2023-01-16
543,7,1399.15,1395.67,3.48,NULL,2023-02-15,NULL
544,7,1399.15,1395.67,3.48,1399.15,2023-03-17,2023-03-17
545,7,1399.15,1395.67,3.48,1399.15,2023-04-16,2023-04-16
546,7,1399.15,1395.67,3.48,1399.15,2023-05-16,2023-05-16
547,7,1399.15,1395.67,3.48,NULL,2023-06-15,NULL
548,7,1399.15,1395.67,3.48,1399.15,2023-07-15,2023-07-15
549,7,1399.15,1395.67,3.48,NULL,2023-08-14,NULL
550,7,1399.15,1395.67,3.48,NULL,2023-09-13,NULL
551,7,1399.15,1395.67,3.48,1399.15,2023-10-13,2023-10-13
552,7,1399.15,1395.67,3.48,1399.15,2023-11-12,2023-11-12
553,7,1399.15,1395.67,3.48,1399.15,2023-12-12,2023-12-12
554,7,1399.15,1395.67,3.48,1399.15,2024-01-11,2024-01-11
555,7,1399.15,1395.67,3.48,1399.15,2024-02-10,2024-02-10
556,7,1399.15,1395.67,3.48,NULL,2024-03-11,NULL
557,7,1399.15,1395.67,3.48,NULL,2024-04-10,NULL
558,7,1399.15,1395.67,3.48,1399.15,2024-05-10,2024-05-10
559,7,1399.15,1395.67,3.48,1399.15,2024-06-09,2024-06-09
560,7,1399.15,1395.67,3.48,1399.15,2024-07-09,2024-07-09
561,7,1399.15,1395.67,3.48,1399.15,2024-08-08,2024-08-08
562,7,1399.15,1395.67,3.48,1399.15,2024-09-07,2024-09-07
563,7,1399.15,1395.67,3.48,NULL,2024-10-07,NULL
564,7,1399.15,1395.67,3.48,1399.15,2024-11-06,2024-11-06
565,7,1399.15,1395.67,3.48,NULL,2024-12-06,NULL
566,7,1399.15,1395.67,3.48,1399.15,2025-01-05,2025-01-05
567,7,1399.15,1395.67,3.48,NULL,2025-02-04,NULL
568,7,1399.15,1395.67,3.48,1399.15,2025-03-06,2025-03-06
569,7,1399.15,1395.67,3.48,1399.15,2025-04-05,2025-04-05
570,7,1399.15,1395.67,3.48,1399.15,2025-05-05,2025-05-05
571,7,1399.15,1395.67,3.48,1399.15,2025-06-04,2025-06-04
572,7,1399.15,1395.67,3.48,NULL,2025-07-04,NULL
573,7,1399.15,1395.67,3.48,1399.15,2025-08-03,2025-08-03
574,7,1399.15,1395.67,3.48,1399.15,2025-09-02,2025-09-02
575,7,1399.15,1395.67,3.48,1399.15,2025-10-02,2025-10-02
576,7,1399.15,1395.67,3.48,1399.15,2025-11-01,2025-11-01
577,7,1399.15,1395.67,3.48,1399.15,2025-12-01,2025-12-01
578,7,1399.15,1395.67,3.48,1399.15,2025-12-31,2025-12-31
579,7,1399.15,1395.67,3.48,1399.15,2026-01-30,2026-01-30
580,7,1399.15,1395.67,3.48,1399.15,2026-03-01,2026-03-01
581,7,1399.15,1395.67,3.48,1399.15,2026-03-31,2026-03-31
582,7,1399.15,1395.67,3.48,1399.15,2026-04-30,2026-04-30
583,7,1399.15,1395.67,3.48,1399.15,2026-05-30,2026-05-30
584,7,1399.15,1395.67,3.48,1399.15,2026-06-29,2026-06-29
585,7,1399.15,1395.67,3.48,1399.15,2026-07-29,2026-07-29
586,7,1399.15,1395.67,3.48,NULL,2026-08-28,NULL
587,7,1399.15,1395.67,3.48,1399.15,2026-09-27,2026-09-27
588,7,1399.15,1395.67,3.48,1399.15,2026-10-27,2026-10-27
589,7,1399.15,1395.67,3.48,1399.15,2026-11-26,2026-11-26
590,7,1399.15,1395.67,3.48,1399.15,2026-12-26,2026-12-26
591,7,1399.15,1395.67,3.48,1399.15,2027-01-25,2027-01-25
592,7,1399.15,1395.67,3.48,1399.15,2027-02-24,2027-02-24
593,7,1399.15,1395.67,3.48,1399.15,2027-03-26,2027-03-26
594,7,1399.15,1395.67,3.48,NULL,2027-04-25,NULL
595,7,1399.15,1395.67,3.48,1399.15,2027-05-25,2027-05-25
596,7,1399.15,1395.67,3.48,1399.15,2027-06-24,2027-06-24
597,7,1399.15,1395.67,3.48,1399.15,2027-07-24,2027-07-24
598,7,1399.15,1395.67,3.48,NULL,2027-08-23,NULL
599,7,1399.15,1395.67,3.48,1399.15,2027-09-22,2027-09-22
600,7,1399.15,1395.67,3.48,1399.15,2027-10-22,2027-10-22
601,7,1399.15,1395.67,3.48,NULL,2027-11-21,NULL
602,7,1399.15,1395.67,3.48,1399.15,2027-12-21,2027-12-21
603,7,1399.15,1395.67,3.48,1399.15,2028-01-20,2028-01-20
604,7,1399.15,1395.67,3.48,1399.15,2028-02-19,2028-02-19
605,7,1399.15,1395.67,3.48,NULL,2028-03-20,NULL
606,7,1399.15,1395.67,3.48,1399.15,2028-04-19,2028-04-19
607,7,1399.15,1395.67,3.48,1399.15,2028-05-19,2028-05-19
608,7,1399.15,1395.67,3.48,1399.15,2028-06-18,2028-06-18
609,7,1399.15,1395.67,3.48,1399.15,2028-07-18,2028-07-18
610,7,1399.15,1395.67,3.48,1399.15,2028-08-17,2028-08-17
611,7,1399.15,1395.67,3.48,NULL,2028-09-16,NULL
612,7,1399.15,1395.67,3.48,1399.15,2028-10-16,2028-10-16
613,7,1399.15,1395.67,3.48,1399.15,2028-11-15,2028-11-15
614,7,1399.15,1395.67,3.48,1399.15,2028-12-15,2028-12-15
615,7,1399.15,1395.67,3.48,NULL,2029-01-14,NULL
616,7,1399.15,1395.67,3.48,1399.15,2029-02-13,2029-02-13
617,7,1399.15,1395.67,3.48,1399.15,2029-03-15,2029-03-15
618,7,1399.15,1395.67,3.48,1399.15,2029-04-14,2029-04-14
619,7,1399.15,1395.67,3.48,1399.15,2029-05-14,2029-05-14
620,7,1399.15,1395.67,3.48,1399.15,2029-06-13,2029-06-13
621,7,1399.15,1395.67,3.48,1399.15,2029-07-13,2029-07-13
622,7,1399.15,1395.67,3.48,1399.15,2029-08-12,2029-08-12
623,7,1399.15,1395.67,3.48,1399.15,2029-09-11,2029-09-11
624,7,1399.15,1395.67,3.48,1399.15,2029-10-11,2029-10-11
625,7,1399.15,1395.67,3.48,1399.15,2029-11-10,2029-11-10
626,7,1399.15,1395.67,3.48,1399.15,2029-12-10,2029-12-10
627,7,1399.15,1395.67,3.48,1399.15,2030-01-09,2030-01-09
628,7,1399.15,1395.67,3.48,1399.15,2030-02-08,2030-02-08
629,7,1399.15,1395.67,3.48,1399.15,2030-03-10,2030-03-10
630,7,1399.15,1395.67,3.48,1399.15,2030-04-09,2030-04-09
631,7,1399.15,1395.67,3.48,NULL,2030-05-09,NULL
632,7,1399.15,1395.67,3.48,NULL,2030-06-08,NULL
633,7,1399.15,1395.67,3.48,NULL,2030-07-08,NULL
634,7,1399.15,1395.67,3.48,NULL,2030-08-07,NULL
635,7,1399.15,1395.67,3.48,NULL,2030-09-06,NULL
636,7,1399.15,1395.67,3.48,1399.15,2030-10-06,2030-10-06
637,7,1399.15,1395.67,3.48,1399.15,2030-11-05,2030-11-05
638,7,1399.15,1395.67,3.48,1399.15,2030-12-05,2030-12-05
639,7,1399.15,1395.67,3.48,1399.15,2031-01-04,2031-01-04
640,7,1399.15,1395.67,3.48,NULL,2031-02-03,NULL
641,7,1399.15,1395.67,3.48,1399.15,2031-03-05,2031-03-05
642,7,1399.15,1395.67,3.48,1399.15,2031-04-04,2031-04-04
643,7,1399.15,1395.67,3.48,NULL,2031-05-04,NULL
644,7,1399.15,1395.67,3.48,1399.15,2031-06-03,2031-06-03
645,7,1399.15,1395.67,3.48,1399.15,2031-07-03,2031-07-03
646,7,1399.15,1395.67,3.48,NULL,2031-08-02,NULL
647,7,1399.15,1395.67,3.48,1399.15,2031-09-01,2031-09-01
648,7,1399.15,1395.67,3.48,1399.15,2031-10-01,2031-10-01
649,8,1773.55,1766.07,7.48,1773.55,2022-10-02,2022-10-02
650,8,1773.55,1766.07,7.48,NULL,2022-11-01,NULL
651,8,1773.55,1766.07,7.48,1773.55,2022-12-01,2022-12-01
652,8,1773.55,1766.07,7.48,1773.55,2022-12-31,2022-12-31
653,8,1773.55,1766.07,7.48,NULL,2023-01-30,NULL
654,8,1773.55,1766.07,7.48,1773.55,2023-03-01,2023-03-01
655,8,1773.55,1766.07,7.48,1773.55,2023-03-31,2023-03-31
656,8,1773.55,1766.07,7.48,1773.55,2023-04-30,2023-04-30
657,8,1773.55,1766.07,7.48,1773.55,2023-05-30,2023-05-30
658,8,1773.55,1766.07,7.48,NULL,2023-06-29,NULL
659,8,1773.55,1766.07,7.48,1773.55,2023-07-29,2023-07-29
660,8,1773.55,1766.07,7.48,1773.55,2023-08-28,2023-08-28
661,8,1773.55,1766.07,7.48,NULL,2023-09-27,NULL
662,8,1773.55,1766.07,7.48,NULL,2023-10-27,NULL
663,8,1773.55,1766.07,7.48,1773.55,2023-11-26,2023-11-26
664,8,1773.55,1766.07,7.48,1773.55,2023-12-26,2023-12-26
665,8,1773.55,1766.07,7.48,1773.55,2024-01-25,2024-01-25
666,8,1773.55,1766.07,7.48,NULL,2024-02-24,NULL
667,8,1773.55,1766.07,7.48,NULL,2024-03-25,NULL
668,8,1773.55,1766.07,7.48,1773.55,2024-04-24,2024-04-24
669,8,1773.55,1766.07,7.48,1773.55,2024-05-24,2024-05-24
670,8,1773.55,1766.07,7.48,NULL,2024-06-23,NULL
671,8,1773.55,1766.07,7.48,1773.55,2024-07-23,2024-07-23
672,8,1773.55,1766.07,7.48,1773.55,2024-08-22,2024-08-22
673,8,1773.55,1766.07,7.48,1773.55,2024-09-21,2024-09-21
674,8,1773.55,1766.07,7.48,1773.55,2024-10-21,2024-10-21
675,8,1773.55,1766.07,7.48,1773.55,2024-11-20,2024-11-20
676,8,1773.55,1766.07,7.48,1773.55,2024-12-20,2024-12-20
677,8,1773.55,1766.07,7.48,NULL,2025-01-19,NULL
678,8,1773.55,1766.07,7.48,NULL,2025-02-18,NULL
679,8,1773.55,1766.07,7.48,NULL,2025-03-20,NULL
680,8,1773.55,1766.07,7.48,1773.55,2025-04-19,2025-04-19
681,8,1773.55,1766.07,7.48,1773.55,2025-05-19,2025-05-19
682,8,1773.55,1766.07,7.48,1773.55,2025-06-18,2025-06-18
683,8,1773.55,1766.07,7.48,1773.55,2025-07-18,2025-07-18
684,8,1773.55,1766.07,7.48,NULL,2025-08-17,NULL
685,8,1773.55,1766.07,7.48,1773.55,2025-09-16,2025-09-16
686,8,1773.55,1766.07,7.48,1773.55,2025-10-16,2025-10-16
687,8,1773.55,1766.07,7.48,1773.55,2025-11-15,2025-11-15
688,8,1773.55,1766.07,7.48,1773.55,2025-12-15,2025-12-15
689,8,1773.55,1766.07,7.48,1773.55,2026-01-14,2026-01-14
690,8,1773.55,1766.07,7.48,1773.55,2026-02-13,2026-02-13
691,8,1773.55,1766.07,7.48,1773.55,2026-03-15,2026-03-15
692,8,1773.55,1766.07,7.48,1773.55,2026-04-14,2026-04-14
693,8,1773.55,1766.07,7.48,1773.55,2026-05-14,2026-05-14
694,8,1773.55,1766.07,7.48,1773.55,2026-06-13,2026-06-13
695,8,1773.55,1766.07,7.48,1773.55,2026-07-13,2026-07-13
696,8,1773.55,1766.07,7.48,1773.55,2026-08-12,2026-08-12
697,8,1773.55,1766.07,7.48,1773.55,2026-09-11,2026-09-11
698,8,1773.55,1766.07,7.48,1773.55,2026-10-11,2026-10-11
699,8,1773.55,1766.07,7.48,NULL,2026-11-10,NULL
700,8,1773.55,1766.07,7.48,1773.55,2026-12-10,2026-12-10
701,8,1773.55,1766.07,7.48,NULL,2027-01-09,NULL
702,8,1773.55,1766.07,7.48,1773.55,2027-02-08,2027-02-08
703,8,1773.55,1766.07,7.48,1773.55,2027-03-10,2027-03-10
704,8,1773.55,1766.07,7.48,1773.55,2027-04-09,2027-04-09
705,8,1773.55,1766.07,7.48,1773.55,2027-05-09,2027-05-09
706,8,1773.55,1766.07,7.48,1773.55,2027-06-08,2027-06-08
707,8,1773.55,1766.07,7.48,1773.55,2027-07-08,2027-07-08
708,8,1773.55,1766.07,7.48,NULL,2027-08-07,NULL
709,9,2155.51,2150.87,4.64,NULL,2018-10-15,NULL
710,9,2155.51,2150.87,4.64,2155.51,2018-11-14,2018-11-14
711,9,2155.51,2150.87,4.64,2155.51,2018-12-14,2018-12-14
712,9,2155.51,2150.87,4.64,2155.51,2019-01-13,2019-01-13
713,9,2155.51,2150.87,4.64,2155.51,2019-02-12,2019-02-12
714,9,2155.51,2150.87,4.64,2155.51,2019-03-14,2019-03-14
715,9,2155.51,2150.87,4.64,2155.51,2019-04-13,2019-04-13
716,9,2155.51,2150.87,4.64,2155.51,2019-05-13,2019-05-13
717,9,2155.51,2150.87,4.64,2155.51,2019-06-12,2019-06-12
718,9,2155.51,2150.87,4.64,2155.51,2019-07-12,2019-07-12
719,9,2155.51,2150.87,4.64,2155.51,2019-08-11,2019-08-11
720,9,2155.51,2150.87,4.64,2155.51,2019-09-10,2019-09-10
721,9,2155.51,2150.87,4.64,2155.51,2019-10-10,2019-10-10
722,9,2155.51,2150.87,4.64,2155.51,2019-11-09,2019-11-09
723,9,2155.51,2150.87,4.64,2155.51,2019-12-09,2019-12-09
724,9,2155.51,2150.87,4.64,2155.51,2020-01-08,2020-01-08
725,9,2155.51,2150.87,4.64,2155.51,2020-02-07,2020-02-07
726,9,2155.51,2150.87,4.64,2155.51,2020-03-08,2020-03-08
727,9,2155.51,2150.87,4.64,2155.51,2020-04-07,2020-04-07
728,9,2155.51,2150.87,4.64,NULL,2020-05-07,NULL
729,9,2155.51,2150.87,4.64,2155.51,2020-06-06,2020-06-06
730,9,2155.51,2150.87,4.64,2155.51,2020-07-06,2020-07-06
731,9,2155.51,2150.87,4.64,NULL,2020-08-05,NULL
732,9,2155.51,2150.87,4.64,2155.51,2020-09-04,2020-09-04
733,9,2155.51,2150.87,4.64,2155.51,2020-10-04,2020-10-04
734,9,2155.51,2150.87,4.64,2155.51,2020-11-03,2020-11-03
735,9,2155.51,2150.87,4.64,2155.51,2020-12-03,2020-12-03
736,9,2155.51,2150.87,4.64,2155.51,2021-01-02,2021-01-02
737,9,2155.51,2150.87,4.64,2155.51,2021-02-01,2021-02-01
738,9,2155.51,2150.87,4.64,2155.51,2021-03-03,2021-03-03
739,9,2155.51,2150.87,4.64,2155.51,2021-04-02,2021-04-02
740,9,2155.51,2150.87,4.64,NULL,2021-05-02,NULL
741,9,2155.51,2150.87,4.64,2155.51,2021-06-01,2021-06-01
742,9,2155.51,2150.87,4.64,2155.51,2021-07-01,2021-07-01
743,9,2155.51,2150.87,4.64,2155.51,2021-07-31,2021-07-31
744,9,2155.51,2150.87,4.64,2155.51,2021-08-30,2021-08-30
745,9,2155.51,2150.87,4.64,2155.51,2021-09-29,2021-09-29
746,9,2155.51,2150.87,4.64,NULL,2021-10-29,NULL
747,9,2155.51,2150.87,4.64,2155.51,2021-11-28,2021-11-28
748,9,2155.51,2150.87,4.64,2155.51,2021-12-28,2021-12-28
749,9,2155.51,2150.87,4.64,2155.51,2022-01-27,2022-01-27
750,9,2155.51,2150.87,4.64,NULL,2022-02-26,NULL
751,9,2155.51,2150.87,4.64,2155.51,2022-03-28,2022-03-28
752,9,2155.51,2150.87,4.64,2155.51,2022-04-27,2022-04-27
753,9,2155.51,2150.87,4.64,2155.51,2022-05-27,2022-05-27
754,9,2155.51,2150.87,4.64,2155.51,2022-06-26,2022-06-26
755,9,2155.51,2150.87,4.64,2155.51,2022-07-26,2022-07-26
756,9,2155.51,2150.87,4.64,2155.51,2022-08-25,2022-08-25
757,9,2155.51,2150.87,4.64,NULL,2022-09-24,NULL
758,9,2155.51,2150.87,4.64,2155.51,2022-10-24,2022-10-24
759,9,2155.51,2150.87,4.64,2155.51,2022-11-23,2022-11-23
760,9,2155.51,2150.87,4.64,2155.51,2022-12-23,2022-12-23
761,9,2155.51,2150.87,4.64,2155.51,2023-01-22,2023-01-22
762,9,2155.51,2150.87,4.64,2155.51,2023-02-21,2023-02-21
763,9,2155.51,2150.87,4.64,2155.51,2023-03-23,2023-03-23
764,9,2155.51,2150.87,4.64,2155.51,2023-04-22,2023-04-22
765,9,2155.51,2150.87,4.64,NULL,2023-05-22,NULL
766,9,2155.51,2150.87,4.64,2155.51,2023-06-21,2023-06-21
767,9,2155.51,2150.87,4.64,2155.51,2023-07-21,2023-07-21
768,9,2155.51,2150.87,4.64,2155.51,2023-08-20,2023-08-20
769,10,1617.19,1612.15,5.04,1617.19,2020-06-06,2020-06-06
770,10,1617.19,1612.15,5.04,1617.19,2020-07-06,2020-07-06
771,10,1617.19,1612.15,5.04,1617.19,2020-08-05,2020-08-05
772,10,1617.19,1612.15,5.04,1617.19,2020-09-04,2020-09-04
773,10,1617.19,1612.15,5.04,1617.19,2020-10-04,2020-10-04
774,10,1617.19,1612.15,5.04,1617.19,2020-11-03,2020-11-03
775,10,1617.19,1612.15,5.04,1617.19,2020-12-03,2020-12-03
776,10,1617.19,1612.15,5.04,1617.19,2021-01-02,2021-01-02
777,10,1617.19,1612.15,5.04,1617.19,2021-02-01,2021-02-01
778,10,1617.19,1612.15,5.04,1617.19,2021-03-03,2021-03-03
779,10,1617.19,1612.15,5.04,1617.19,2021-04-02,2021-04-02
780,10,1617.19,1612.15,5.04,1617.19,2021-05-02,2021-05-02
781,10,1617.19,1612.15,5.04,NULL,2021-06-01,NULL
782,10,1617.19,1612.15,5.04,1617.19,2021-07-01,2021-07-01
783,10,1617.19,1612.15,5.04,NULL,2021-07-31,NULL
784,10,1617.19,1612.15,5.04,1617.19,2021-08-30,2021-08-30
785,10,1617.19,1612.15,5.04,NULL,2021-09-29,NULL
786,10,1617.19,1612.15,5.04,NULL,2021-10-29,NULL
787,10,1617.19,1612.15,5.04,1617.19,2021-11-28,2021-11-28
788,10,1617.19,1612.15,5.04,1617.19,2021-12-28,2021-12-28
789,10,1617.19,1612.15,5.04,1617.19,2022-01-27,2022-01-27
790,10,1617.19,1612.15,5.04,1617.19,2022-02-26,2022-02-26
791,10,1617.19,1612.15,5.04,1617.19,2022-03-28,2022-03-28
792,10,1617.19,1612.15,5.04,1617.19,2022-04-27,2022-04-27
793,10,1617.19,1612.15,5.04,1617.19,2022-05-27,2022-05-27
794,10,1617.19,1612.15,5.04,1617.19,2022-06-26,2022-06-26
795,10,1617.19,1612.15,5.04,1617.19,2022-07-26,2022-07-26
796,10,1617.19,1612.15,5.04,1617.19,2022-08-25,2022-08-25
797,10,1617.19,1612.15,5.04,1617.19,2022-09-24,2022-09-24
798,10,1617.19,1612.15,5.04,1617.19,2022-10-24,2022-10-24
799,10,1617.19,1612.15,5.04,NULL,2022-11-23,NULL
800,10,1617.19,1612.15,5.04,1617.19,2022-12-23,2022-12-23
801,10,1617.19,1612.15,5.04,NULL,2023-01-22,NULL
